,from,to
27724,3504,3729
27733,3504,4234
27732,3504,5234
27730,3504,4082
27729,3504,7054
27728,3504,4615
27727,3504,5057
27726,3504,4875
27725,3504,4538
27723,3504,6264
27731,3504,7000
27721,3504,4091
27720,3504,3514
27719,3504,3558
27718,3504,3845
27717,3504,3843
27716,3504,4079
27715,3504,4013
27714,3504,4667
27722,3504,3809
27713,3504,5031
27712,3504,4729
27737,3505,5168
27736,3505,3612
27734,3505,5266
27735,3505,6941
27738,3506,3628
27739,3506,5255
27740,3506,5069
27741,3506,3984
27742,3506,4416
27743,3506,4483
27744,3506,5148
27763,3507,4049
27758,3507,6215
27759,3507,3615
27760,3507,5060
27765,3507,5198
27762,3507,5195
27764,3507,4829
27757,3507,4661
27761,3507,5242
27756,3507,4150
27751,3507,4680
27754,3507,4012
27753,3507,5363
27752,3507,4379
27750,3507,3972
27749,3507,5133
27748,3507,3970
27747,3507,4827
27746,3507,3897
27745,3507,3862
27755,3507,4123
27770,3508,4887
27769,3508,5415
27766,3508,4199
27767,3508,491
27768,3508,6096
27771,3509,5272
27772,3509,7007
27773,3509,5832
27774,3510,4696
27775,3510,5632
27788,3511,4737
27787,3511,5346
27786,3511,6829
27785,3511,4457
27784,3511,4927
27783,3511,4981
27780,3511,6563
27781,3511,4002
27779,3511,4238
27778,3511,4176
27777,3511,7063
27776,3511,4185
27782,3511,4355
27803,3512,4364
27802,3512,4257
27804,3512,4289
27801,3512,4812
27806,3512,5982
27807,3512,6888
27800,3512,4429
27805,3512,5424
27799,3512,4395
27795,3512,4457
27797,3512,4714
27796,3512,7049
27798,3512,4439
27794,3512,5369
27793,3512,4836
27792,3512,5367
27791,3512,6961
27790,3512,4559
27789,3512,3530
27809,3513,6947
27808,3513,5421
27810,3514,3558
27811,3514,4434
27812,3514,4091
27813,3514,3804
27814,3514,4534
27815,3514,4769
27816,3514,5057
27817,3514,5388
27823,3515,4541
27824,3515,4712
27822,3515,5443
27820,3515,5103
27819,3515,4428
27818,3515,3862
27821,3515,4740
27844,3516,2109
27845,3516,3633
27846,3516,4645
27847,3516,6570
27848,3516,3791
27849,3516,4436
27850,3516,3825
27859,3516,4371
27852,3516,6934
27853,3516,5379
27854,3516,5139
27855,3516,4788
27856,3516,5332
27857,3516,3838
27858,3516,4772
27851,3516,7051
27843,3516,3530
27833,3516,3717
27841,3516,4986
27825,3516,6251
27826,3516,4505
27827,3516,5383
27842,3516,3894
27829,3516,6269
27830,3516,4056
27831,3516,4821
27828,3516,5061
27834,3516,4856
27835,3516,3722
27836,3516,4784
27837,3516,3600
27838,3516,6086
27839,3516,6964
27840,3516,4794
27832,3516,4719
27860,3517,4565
27861,3517,6821
27886,3518,5324
27882,3518,5398
27883,3518,4839
27884,3518,5379
27885,3518,3526
27881,3518,4946
27869,3518,3615
27888,3518,5056
27889,3518,4599
27890,3518,3699
27891,3518,5429
27892,3518,4210
27893,3518,6930
27880,3518,4001
27887,3518,4663
27879,3518,6177
27866,3518,4145
27877,3518,3897
27862,3518,4878
27863,3518,4138
27864,3518,5048
27865,3518,4269
27867,3518,3848
27868,3518,3978
27878,3518,5824
27871,3518,4012
27872,3518,6317
27873,3518,6731
27874,3518,3551
27875,3518,6699
27876,3518,5144
27870,3518,6902
27903,3519,4696
27908,3519,4805
27907,3519,3636
27906,3519,3770
27905,3519,5170
27904,3519,4950
27902,3519,4684
27897,3519,4678
27900,3519,3584
27899,3519,5330
27898,3519,4917
27896,3519,4199
27895,3519,4256
27894,3519,4998
27901,3519,4474
27909,3520,4255
27910,3521,3576
27911,3522,4581
27912,3523,4650
27917,3524,4416
27918,3524,4684
27916,3524,4560
27914,3524,4607
27913,3524,4611
27915,3524,4618
27919,3525,4106
27920,3525,6896
27921,3525,5313
27922,3526,5144
27923,3526,5069
27924,3527,4062
27925,3527,4859
27926,3527,4292
27927,3527,5052
27933,3528,5369
27932,3528,6216
27931,3528,5355
27930,3528,4964
27929,3528,4994
27928,3528,5426
27934,3529,3876
27935,3529,3858
27936,3530,4199
27937,3530,4812
27938,3530,4416
27953,3531,4150
27954,3531,674
27955,3531,3871
27956,3531,4680
27962,3531,4371
27952,3531,4625
27958,3531,5708
27959,3531,3838
27960,3531,2164
27961,3531,6620
27957,3531,5207
27951,3531,4503
27944,3531,3581
27949,3531,6748
27939,3531,1711
27940,3531,4976
27941,3531,4409
27942,3531,4820
27950,3531,4925
27945,3531,4786
27946,3531,4694
27947,3531,4998
27948,3531,4512
27943,3531,4207
27963,3532,4051
27966,3533,4234
27965,3533,2822
27964,3533,4681
27967,3534,4416
27968,3534,5087
27969,3535,5650
27970,3535,5889
27971,3535,3681
27972,3535,5118
27973,3535,4993
27974,3535,5002
27975,3536,4476
27976,3536,6627
27977,3536,4426
27982,3537,4469
27981,3537,5985
27980,3537,6967
27978,3537,4663
27979,3537,4806
27983,3538,4782
27984,3538,4376
27985,3539,4956
27986,3539,4575
27987,3539,5894
27988,3540,3862
27989,3540,5349
27990,3540,4321
27991,3541,6746
27992,3542,3798
28000,3543,4416
27999,3543,4163
27998,3543,4324
27997,3543,4337
27995,3543,5083
27994,3543,4520
27993,3543,6877
27996,3543,7043
28001,3544,5656
28002,3545,4806
28003,3545,3778
28004,3545,5205
28005,3545,5119
28006,3545,5430
28007,3546,5396
28011,3547,6443
28010,3547,4685
28008,3547,5087
28009,3547,4321
28012,3548,5167
28013,3548,5299
28014,3549,4648
28015,3550,3812
28016,3550,5041
28017,3550,6793
28018,3550,5398
28019,3550,5064
28020,3550,3633
28021,3550,5132
28029,3551,4084
28028,3551,5062
28027,3551,4589
28026,3551,4692
28025,3551,4199
28024,3551,4176
28023,3551,4123
28022,3551,5164
28030,3552,4199
28031,3552,4692
28032,3552,4255
28033,3552,4416
28034,3553,3717
28035,3554,5078
28036,3555,3771
28037,3556,4967
28038,3556,4318
28039,3556,4387
28041,3557,4254
28040,3557,4216
28056,3558,4421
28064,3558,6803
28063,3558,5183
28062,3558,6076
28061,3558,4091
28060,3558,4216
28059,3558,7054
28058,3558,3818
28057,3558,4082
28055,3558,4434
28053,3558,3988
28054,3558,4279
28051,3558,4388
28050,3558,7090
28049,3558,6043
28048,3558,5057
28047,3558,5586
28046,3558,4186
28045,3558,5230
28044,3558,4498
28043,3558,4534
28042,3558,4143
28052,3558,4234
28077,3559,4084
28076,3559,4661
28078,3559,5163
28075,3559,5170
28080,3559,5407
28081,3559,4740
28079,3559,5443
28074,3559,5100
28073,3559,4537
28072,3559,4647
28071,3559,4998
28070,3559,4207
28069,3559,4513
28068,3559,5375
28067,3559,4976
28066,3559,3862
28065,3559,3704
28087,3560,5832
28086,3560,5421
28085,3560,3668
28088,3560,4198
28083,3560,4551
28082,3560,3893
28084,3560,4128
28093,3561,3997
28092,3561,5316
28094,3561,4866
28090,3561,3626
28089,3561,5364
28091,3561,5233
28101,3562,4416
28095,3562,4590
28096,3562,4714
28097,3562,5349
28098,3562,4740
28099,3562,4998
28100,3562,5042
28104,3563,3844
28105,3563,3890
28102,3563,5364
28103,3563,4321
28106,3564,4772
28107,3564,4123
28108,3564,5061
28109,3565,3844
28110,3565,5336
28111,3565,4661
28112,3566,4247
28113,3566,5445
28114,3566,3577
28115,3566,7104
28116,3566,4416
28122,3567,5320
28121,3567,6891
28120,3567,4508
28118,3567,7107
28117,3567,4002
28119,3567,5564
28123,3568,6896
28130,3569,5293
28129,3569,4393
28127,3569,5384
28128,3569,5174
28125,3569,4865
28124,3569,3899
28126,3569,6657
28135,3570,4685
28131,3570,4612
28132,3570,5127
28133,3570,5327
28134,3570,5315
28136,3570,3818
28141,3571,3646
28140,3571,5069
28142,3571,4685
28138,3571,4509
28137,3571,4388
28139,3571,3972
28147,3572,5144
28145,3572,4597
28146,3572,4673
28143,3572,3897
28144,3572,4808
28148,3573,4692
28149,3574,4105
28150,3574,4011
28151,3574,4993
28152,3574,5269
28170,3575,4466
28169,3575,5003
28168,3575,6564
28167,3575,4889
28166,3575,4796
28165,3575,5103
28164,3575,4252
28163,3575,4575
28162,3575,3810
28160,3575,3690
28159,3575,5316
28158,3575,4532
28157,3575,4207
28156,3575,3644
28155,3575,4447
28154,3575,4428
28153,3575,5256
28161,3575,3997
28177,3576,3696
28180,3576,4705
28178,3576,6732
28176,3576,5103
28179,3576,3794
28174,3576,3588
28173,3576,4516
28172,3576,6169
28175,3576,5170
28171,3576,3799
28181,3577,7007
28182,3577,4416
28187,3578,4726
28185,3578,5445
28186,3578,4182
28183,3578,6988
28184,3578,5296
28199,3579,6917
28206,3579,5832
28205,3579,4524
28204,3579,4796
28203,3579,3997
28202,3579,4008
28201,3579,3948
28207,3579,5316
28200,3579,4512
28198,3579,4998
28194,3579,4575
28196,3579,5217
28195,3579,4503
28193,3579,5319
28192,3579,4334
28191,3579,4613
28190,3579,4236
28189,3579,5184
28188,3579,4252
28197,3579,5256
28208,3580,5200
28209,3581,3646
28210,3581,674
28217,3582,6206
28218,3582,5184
28215,3582,5415
28216,3582,5242
28213,3582,3888
28214,3582,6040
28212,3582,4160
28211,3582,3862
28219,3583,4672
28220,3583,4519
28221,3583,5993
28222,3583,3793
28223,3583,6322
28224,3583,3876
28239,3584,5205
28240,3584,4758
28241,3584,6702
28242,3584,4680
28247,3584,5198
28244,3584,5242
28245,3584,4202
28246,3584,4346
28238,3584,3857
28243,3584,3830
28237,3584,4405
28232,3584,4207
28235,3584,4301
28234,3584,4379
28233,3584,4548
28231,3584,5069
28230,3584,4627
28229,3584,5082
28228,3584,5351
28227,3584,4584
28226,3584,4004
28225,3584,3862
28236,3584,3912
28248,3585,4720
28250,3586,5436
28251,3586,3959
28249,3586,5127
28252,3587,4998
28253,3587,5349
28254,3587,4677
28255,3588,5952
28256,3588,4250
28257,3588,4151
28258,3588,3883
28259,3588,3808
28260,3588,4255
28261,3588,5382
28262,3589,4836
28263,3589,5069
28264,3590,5105
28268,3591,4416
28267,3591,5831
28266,3591,4356
28265,3591,4740
28276,3592,6664
28279,3592,4829
28278,3592,6930
28277,3592,1675
28280,3592,7046
28275,3592,5904
28269,3592,3640
28273,3592,4435
28272,3592,5069
28271,3592,5445
28270,3592,5033
28274,3592,5148
28285,3593,5327
28284,3593,4967
28286,3593,1624
28282,3593,3907
28281,3593,3822
28283,3593,4981
28288,3594,3628
28287,3594,4740
28289,3595,7030
28290,3596,6060
28291,3597,7067
28292,3597,4207
28293,3598,5273
28294,3598,5008
28295,3599,4685
28296,3599,5642
28301,3600,3794
28300,3600,3799
28297,3600,4236
28298,3600,4311
28299,3600,5069
28302,3601,4409
28305,3602,5349
28303,3602,3771
28304,3602,4416
28307,3603,3646
28306,3603,7080
28308,3604,3771
28309,3605,4761
28310,3606,4998
28311,3607,4917
28312,3608,4516
28313,3608,4468
28314,3608,3893
28315,3609,4945
28316,3610,4091
28317,3610,5388
28318,3610,5266
28319,3610,4667
28320,3610,4538
28321,3611,6882
28326,3612,5168
28325,3612,5191
28323,3612,6917
28322,3612,4602
28324,3612,5389
28327,3613,6409
28328,3613,5137
28329,3614,5396
28341,3615,5817
28344,3615,4627
28345,3615,5137
28346,3615,7046
28347,3615,4631
28348,3615,4123
28351,3615,4483
28350,3615,5303
28352,3615,5242
28353,3615,5443
28354,3615,7003
28349,3615,6702
28343,3615,5033
28340,3615,5115
28339,3615,3830
28338,3615,5233
28337,3615,4891
28336,3615,5206
28335,3615,4416
28334,3615,4541
28333,3615,5363
28332,3615,5050
28331,3615,5144
28330,3615,4878
28342,3615,3897
28355,3616,3746
28356,3617,4700
28361,3618,4392
28360,3618,5360
28359,3618,4012
28358,3618,4677
28357,3618,3924
28362,3619,3673
28363,3619,3924
28364,3619,4755
28365,3619,5119
28366,3620,4199
28367,3620,3646
28368,3620,4685
28369,3620,4255
28370,3620,4416
28373,3621,5359
28374,3621,4416
28371,3621,4680
28372,3621,4249
28375,3622,4278
28376,3623,4921
28383,3624,3938
28382,3624,4789
28380,3624,4129
28381,3624,4912
28378,3624,5040
28377,3624,5402
28379,3624,4690
28384,3625,5245
28391,3626,5146
28395,3626,3937
28393,3626,3794
28392,3626,5195
28390,3626,4231
28394,3626,4510
28388,3626,4908
28387,3626,4199
28386,3626,4052
28389,3626,3844
28385,3626,5364
28396,3627,4658
28397,3627,3888
28444,3628,6968
28443,3628,6044
28442,3628,1578
28462,3628,4980
28441,3628,4262
28440,3628,4070
28437,3628,3981
28438,3628,4343
28445,3628,5020
28436,3628,5052
28435,3628,4229
28434,3628,3811
28433,3628,5434
28439,3628,3759
28446,3628,6857
28449,3628,6386
28448,3628,4161
28450,3628,5330
28451,3628,3903
28452,3628,3741
28453,3628,6746
28454,3628,6393
28455,3628,5170
28456,3628,4160
28457,3628,3765
28458,3628,5368
28459,3628,4377
28460,3628,4702
28461,3628,5260
28432,3628,6149
28447,3628,4545
28431,3628,6717
28418,3628,3677
28429,3628,5310
28399,3628,6304
28400,3628,6076
28401,3628,3528
28402,3628,7015
28403,3628,4827
28404,3628,6203
28405,3628,3670
28406,3628,4337
28407,3628,6807
28408,3628,6786
28409,3628,4418
28410,3628,4818
28411,3628,4293
28412,3628,4034
28398,3628,4503
28414,3628,6587
28413,3628,6446
28428,3628,3894
28427,3628,4158
28426,3628,4750
28425,3628,5028
28424,3628,4875
28423,3628,4361
28430,3628,1997
28421,3628,3980
28420,3628,4612
28419,3628,5219
28417,3628,7025
28416,3628,4659
28415,3628,6924
28422,3628,4040
28463,3629,5303
28464,3629,4484
28480,3630,4896
28479,3630,4776
28478,3630,5109
28477,3630,5262
28476,3630,4574
28475,3630,4647
28473,3630,4184
28474,3630,5232
28471,3630,3761
28472,3630,4049
28465,3630,5424
28466,3630,3842
28469,3630,4356
28468,3630,5415
28470,3630,4541
28467,3630,4795
28481,3631,4027
28483,3631,4416
28484,3631,5445
28485,3631,5144
28486,3631,6534
28482,3631,4788
28487,3632,4514
28488,3632,6388
28489,3632,5010
28490,3632,4571
28496,3633,5242
28495,3633,310
28494,3633,4631
28492,3633,3972
28493,3633,4533
28491,3633,3862
28510,3634,4685
28508,3634,5127
28507,3634,4870
28506,3634,7000
28505,3634,3843
28504,3634,3761
28509,3634,5234
28502,3634,6813
28501,3634,4082
28500,3634,2822
28499,3634,4667
28498,3634,4417
28497,3634,3729
28503,3634,4147
28511,3635,6986
28515,3636,4805
28514,3636,4027
28512,3636,4950
28513,3636,5349
28516,3637,5409
28517,3637,6917
28518,3638,4603
28519,3638,4406
28520,3638,5139
28521,3638,4555
28522,3639,6500
28523,3639,4911
28526,3640,5349
28527,3640,5716
28525,3640,4998
28524,3640,4714
28528,3641,4403
28529,3641,2155
28530,3642,4869
28531,3642,5119
28537,3643,5204
28538,3643,4684
28536,3643,3837
28535,3643,5138
28533,3643,5894
28532,3643,5100
28534,3643,7065
28539,3644,4692
28540,3644,3971
28541,3645,4779
28564,3646,4169
28563,3646,4356
28575,3646,3838
28561,3646,4400
28565,3646,4773
28562,3646,4207
28566,3646,4625
28574,3646,6753
28568,3646,5261
28569,3646,674
28570,3646,3696
28571,3646,5174
28572,3646,6246
28573,3646,4740
28567,3646,3958
28559,3646,4036
28560,3646,2229
28557,3646,5187
28558,3646,6500
28542,3646,4965
28544,3646,6108
28545,3646,4297
28546,3646,5050
28547,3646,4926
28548,3646,4821
28543,3646,2155
28550,3646,4416
28551,3646,6490
28552,3646,6722
28553,3646,4793
28554,3646,4021
28555,3646,4543
28556,3646,7091
28549,3646,4753
28585,3647,4960
28584,3647,4779
28583,3647,3997
28582,3647,4692
28581,3647,4481
28577,3647,5349
28579,3647,4825
28578,3647,4540
28576,3647,4428
28580,3647,3927
28589,3648,4836
28588,3648,4520
28587,3648,4002
28586,3648,4236
28590,3649,6123
28591,3649,4740
28592,3649,4735
28593,3650,4606
28594,3650,5268
28595,3650,1670
28596,3650,3706
28597,3650,6322
28598,3650,4416
28599,3651,5069
28600,3651,5426
28606,3652,4416
28605,3652,5284
28604,3652,5067
28602,3652,5144
28601,3652,4247
28603,3652,5324
28618,3653,5111
28625,3653,5526
28626,3653,4961
28623,3653,3723
28622,3653,5480
28621,3653,5711
28620,3653,6463
28619,3653,4980
28617,3653,4499
28624,3653,4778
28615,3653,4300
28608,3653,4277
28609,3653,3706
28610,3653,4178
28607,3653,4638
28612,3653,5855
28613,3653,4964
28614,3653,4998
28611,3653,4354
28616,3653,4659
28627,3654,4165
28628,3654,4433
28629,3654,4416
28630,3655,4640
28631,3655,4416
28636,3656,4647
28637,3656,6752
28635,3656,5391
28633,3656,4997
28632,3656,4249
28634,3656,4957
28638,3657,4952
28639,3657,5349
28640,3658,4692
28641,3658,5396
28642,3658,3775
28643,3659,4998
28646,3660,5424
28644,3660,3939
28645,3660,3963
28647,3661,4486
28648,3662,5136
28649,3662,5284
28650,3662,5391
28651,3663,7056
28658,3664,5133
28657,3664,6752
28656,3664,3772
28653,3664,4157
28654,3664,5335
28652,3664,6645
28655,3664,5136
28659,3665,4377
28660,3665,5011
28661,3666,3857
28662,3667,2073
28663,3668,4648
28664,3668,4663
28665,3668,4416
28666,3668,5166
28675,3669,5311
28674,3669,3975
28672,3669,4629
28671,3669,3928
28673,3669,6968
28669,3669,4678
28668,3669,5146
28667,3669,4843
28670,3669,4699
28676,3670,4623
28677,3670,5069
28678,3671,6545
28679,3672,5136
28680,3672,4416
28688,3673,3750
28687,3673,3701
28686,3673,4651
28685,3673,5119
28681,3673,3924
28683,3673,4591
28682,3673,4755
28684,3673,6395
28693,3674,5146
28692,3674,4473
28694,3674,3819
28690,3674,4916
28689,3674,4197
28691,3674,5242
28695,3675,4517
28696,3675,4717
28699,3676,4518
28697,3676,4027
28698,3676,3718
28700,3677,3941
28701,3677,5069
28702,3677,4717
28703,3677,4886
28704,3677,4416
28705,3677,2324
28709,3678,3703
28708,3678,4726
28707,3678,2155
28706,3678,6172
28710,3679,6966
28711,3679,1624
28721,3680,4829
28720,3680,5346
28719,3680,4457
28718,3680,4833
28717,3680,5202
28715,3680,4238
28714,3680,4176
28713,3680,5239
28712,3680,3851
28716,3680,6447
28722,3681,5087
28723,3681,4730
28724,3682,5018
28725,3682,6917
28726,3682,4000
28734,3683,4998
28738,3683,5394
28737,3683,4193
28736,3683,4711
28735,3683,4324
28733,3683,4487
28729,3683,5379
28731,3683,4688
28730,3683,5170
28728,3683,4981
28727,3683,3781
28732,3683,5242
28739,3684,5938
28740,3684,6973
28741,3684,3689
28742,3685,1909
28743,3686,4027
28744,3687,4108
28745,3687,4426
28752,3688,4416
28751,3688,5352
28750,3688,4998
28746,3688,4809
28748,3688,5137
28747,3688,3926
28749,3688,4827
28753,3689,3961
28754,3689,5412
28755,3689,5010
28756,3689,5160
28757,3689,4884
28762,3690,3771
28761,3690,3803
28763,3690,4379
28759,3690,3933
28758,3690,3862
28760,3690,5170
28764,3691,3825
28765,3691,5445
28766,3692,4280
28767,3693,4429
28768,3693,5275
28769,3693,6775
28770,3694,6642
28771,3695,4925
28772,3695,6111
28780,3696,4039
28779,3696,205
28778,3696,4708
28777,3696,4459
28775,3696,6986
28774,3696,4416
28773,3696,4768
28776,3696,7007
28792,3697,4740
28800,3697,6374
28799,3697,4778
28798,3697,5349
28797,3697,4321
28796,3697,3958
28795,3697,4976
28801,3697,4049
28793,3697,5308
28791,3697,4513
28794,3697,5426
28789,3697,6223
28782,3697,4185
28783,3697,5203
28784,3697,4207
28781,3697,3877
28786,3697,5087
28787,3697,3862
28788,3697,6731
28785,3697,3803
28790,3697,4762
28802,3698,4409
28811,3699,5426
28817,3699,5302
28816,3699,4898
28815,3699,5175
28814,3699,5207
28813,3699,4486
28812,3699,4632
28809,3699,2541
28808,3699,4863
28807,3699,3948
28806,3699,5164
28805,3699,5375
28804,3699,3897
28803,3699,4878
28810,3699,5221
28818,3700,4578
28830,3701,4712
28831,3701,5388
28832,3701,4857
28837,3701,3875
28835,3701,4795
28836,3701,4796
28829,3701,3977
28833,3701,4150
28828,3701,5436
28834,3701,5206
28826,3701,3924
28825,3701,4767
28824,3701,5438
28823,3701,6917
28822,3701,4094
28827,3701,4869
28821,3701,5146
28820,3701,5119
28819,3701,3968
28839,3702,3782
28840,3702,5148
28838,3702,5069
28841,3703,4171
28842,3703,4735
28843,3703,4518
28854,3704,4921
28861,3704,3856
28860,3704,5195
28859,3704,6851
28858,3704,4827
28857,3704,4860
28856,3704,3977
28855,3704,4767
28853,3704,4678
28846,3704,5257
28851,3704,4207
28850,3704,4802
28849,3704,5389
28848,3704,5420
28847,3704,5349
28845,3704,4235
28844,3704,5308
28852,3704,4478
28866,3705,4806
28865,3705,6688
28862,3705,4400
28863,3705,6872
28864,3705,5336
28889,3706,5277
28888,3706,5173
28887,3706,4399
28886,3706,5018
28885,3706,4589
28884,3706,4628
28883,3706,5236
28882,3706,4895
28881,3706,5015
28879,3706,6044
28878,3706,4416
28880,3706,4199
28876,3706,4027
28867,3706,4850
28877,3706,5400
28869,3706,3939
28870,3706,6840
28868,3706,4926
28872,3706,4717
28873,3706,4186
28874,3706,6727
28875,3706,4273
28871,3706,4105
28890,3707,4507
28891,3707,4902
28892,3708,4488
28893,3708,3761
28894,3709,7090
28898,3710,5116
28897,3710,4166
28899,3710,5083
28895,3710,3731
28896,3710,4359
28900,3711,3862
28901,3712,4258
28902,3713,5359
28903,3713,5402
28904,3714,5144
28905,3714,6215
28906,3714,4735
28907,3715,6804
28908,3716,3877
28909,3716,4907
28910,3717,4995
28922,3718,5349
28921,3718,4457
28920,3718,4660
28919,3718,4805
28918,3718,5400
28917,3718,4002
28916,3718,4679
28915,3718,4700
28914,3718,4967
28913,3718,4185
28912,3718,4051
28911,3718,4439
28925,3719,5403
28926,3719,4862
28923,3719,4027
28924,3719,4717
28927,3720,6111
28928,3720,5011
28929,3721,5136
28930,3721,4416
28931,3722,4603
28932,3722,4084
28938,3723,4321
28939,3723,4685
28937,3723,6223
28933,3723,5111
28935,3723,4027
28934,3723,3818
28936,3723,4340
28940,3724,5293
28941,3725,4188
28942,3725,5015
28943,3725,4497
28944,3725,4416
28945,3726,7063
28946,3727,4063
28947,3727,4543
28948,3727,4416
28949,3727,5373
28950,3727,5364
28957,3728,6380
28956,3728,5444
28958,3728,4516
28955,3728,4971
28953,3728,6287
28952,3728,4980
28951,3728,4002
28954,3728,6201
28971,3729,4082
28980,3729,4204
28979,3729,4538
28978,3729,7036
28977,3729,4875
28976,3729,6991
28975,3729,7054
28974,3729,4247
28973,3729,4769
28972,3729,6631
28970,3729,4434
